X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-79.445468154,44.218281281,132,172378003,7116100,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd, Nuc Med - In Vivo Gen, Nuc Med - In Vtro",Advanced Radiology Centers (of Canada) Ltd., ,Advanced Radiology Centers (of Canada) Ltd., ,23546 Woodbine Avenue,Unit 7,Practice Location,Georgina,L4P0E2,20220428140041,20220426152323
-79.324582178,43.793581712,133,172382672,4197719,Pharmacy,RP,Pharmore Pharmacy, , , ,2543 Pharmacy Avenue, , ,Toronto,M1W1H9,20220428140105,20220426153454
-79.557183043,43.6929856840001,134,172378948,3629,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,1735 Kipling Avenue, , ,Toronto,M9R2Y8,20220428140005,20220428100915
-79.56776795,43.737277191,135,172388787,2663,Long-Term Care Home,For-Profit,Westside, , , ,1145 Albion Road, , ,Toronto,M9V4J7,20220428140057,20220426155143
-80.992213982,46.4937807810001,136,172377637,9000000120,AIDS Bureau,"AT site, HIV POC Testing",Public Health Sudbury & Districts,Santé publique Sudbury & Districs,Sudbury and District Health Unit, ,10 Elm Street,Unit 130,Practice Location,Greater Sudbury,P3C5N3,20220428140022,20220426161828
-80.203982084,44.083113321,137,172387124,T0489,Retirement Home, ,Shelburne Retirement Community, , , ,200 Robert Street, , ,Shelburne,L9V3S1,20220428140000,20220426154800
-78.197342131,43.9714504950001,138,172385693,8207754,Pharmacy,RP,Metro Pharmacy #550, , , ,1111 Elgin Street West, , ,Cobourg,K9A4X5,20220428140034,20220426154426
-79.323378566,43.671715991,139,172386120,8670351,Pharmacy,RP,Care Plus Pharmacy, , , ,1401 Gerrard Street East, , ,Toronto,M4L1Z5,20220428135913,20220426154545
-77.256808496,45.8934995660001,140,172377914,55,Family Health Team - Contract,Site,Petawawa Centennial Family Health Centre, , , ,154 Civic Centre Road, , ,Petawawa,K8H3H5,20220428140058,20220426160944
-80.0254590869999,43.6381434520001,141,172384594,6940518,Pharmacy,RP,Sobeys Pharmacy #7211, , , ,372 Queen Street East, , ,Acton,L7J2N3,20220428135956,20220426154054
-89.2017078549999,48.4465763690001,142,172380334,2499,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,401 North Cumberland Street, ,Practice Location,Thunder Bay,P7A4P7,20220428140027,20220426152903
-79.871596199,43.1982282820001,143,172383842,5967313,Pharmacy,RP,Rexall #203, , , ,505 Rymal Road East, , ,Hamilton,L8W3X1,20220428140032,20220426153852
-79.339112971,43.661024588,144,172377751,9000000034,Community Health Centre,Site,South Riverdale Community Health Centre, , , ,955 Queen Street East, , ,Toronto,M4M3P3,20220428135902,20220426152245
-80.447386399,43.39816899,145,172383124,4932559,Pharmacy,RP,Doon Village Pharmacy, , , ,601 Doon Village Road,Unit 9, ,Kitchener,N2P1T6,20220428140012,20220426153615
-79.851475898,43.2509392920001,146,172387177,S0349,Retirement Home, ,The Carlisle Retirement Residence, , , ,467 Main Street, , ,Hamilton,L8N1K1,20220428140054,20220426154807
-82.5199135079999,45.8963563040001,147,172388018,4457,Community Support Service,Site,Mnaamodzawin Health Services Inc., ,NORTHEAST MANITOULIN Mnaamodzawin, ,Highway 540,"Postal Office Bag 2002, 48 Hillside Road", ,Northeast Manitoulin,P0P1K0,20220428135945,20220428091320
-79.4247401119999,43.8155006120001,148,172385748,8272594,Pharmacy,RP,Rediscover Health Pharmacy, , , ,7714 Yonge Street, , ,Vaughan,L4J1W2,20220428140052,20220426154440
-79.404605496,43.707016394,149,172387508,9000000095,Senior Active Living Centre, ,Second Mile Club - Orchard View Recreation Centre,Second Mile Club - Orchard View Recreation Centre, , ,174 Orchard View Boulevard,"174, boulevard Orchard View", ,Toronto,M4R1C3,20220428140020,20220428132331
-79.843110695,43.248347992,150,172387671,2004,Community Support Service,Site,De Dwa Da Dehs Nye's Aboriginal Health Access Centre, ,HAMILTON De Dwa Da Dehs Nye's Aborig, ,678 Main Street East, , ,Hamilton,L8M1K2,20220428135945,20220428113225
-79.602699447,43.57016156,151,172385456,7952352,Pharmacy,RP,Hiway 10 Pharmacy, , , ,2100 Hurontario Street, , ,Mississauga,L5B1M8,20220428140052,20220426154345
-83.027116505,42.307619172,152,172379615,6429,Mental Health and Addiction Organization,Mental Health Services,Canadian Hearing Services, , , ,300 Giles Boulevard East,Suite A3,Practice Location,Windsor,N9A4C4,20220428140025,20220426152725
-79.432346098,43.63818008,153,172379900,2754,Mental Health and Addiction Organization,Mental Health Services,Cota Health, , , ,1330 King Street West, ,Practice Location,Toronto,M6K1H1,20220428135905,20220426152803
-80.213177436,43.5210269230001,154,172381103,678671,Pharmacy,RP,University Square Pharmacy, , , ,987 Gordon Street,Unit 8, ,Guelph,N1G4W3,20220428140009,20220426153123
-79.623277464,43.6905269800001,155,172378919,5827,Laboratory - Community Private,Community (Private) Laboratory - Specialty Lab,Bio-Test Laboratory Incorporated, ,Bio-Test Laboratory Incorporated, ,6299 Airport Road,Suite 100, ,Mississauga,L4V1N3,20220428135948,20220428085936
-79.444731804,43.654140082,156,172377586,9000000040,AIDS Bureau,CBAESP,Family Service Toronto, , , ,Sterling Road,"Unit 202, 128a",Practice Location,Toronto,M6R2B7,20220428135932,20220426161807
-79.422308798,43.6730373870001,157,172386771,T0178,Retirement Home, ,Christie Gardens, , , ,600 Melita Crescent, , ,Toronto,M6G3Z4,20220428140112,20220426154713
-75.6496399219999,45.4131464550001,158,172380947,206798,Pharmacy,RP,Wal-Mart Pharmacy, , , ,450 Terminal Avenue, , ,Ottawa,K1G0Z3,20220428135951,20220426153103
-78.879869744,43.89074205,159,172379569,3284,Mental Health and Addiction Organization,Mental Health Services,Alzheimer Society of Durham Region, , , ,419 King Street West,Suite 207,Administration and Practice Location,Oshawa,L1J2K5,20220428140043,20220426152719
-79.714264653,44.3555860910001,160,172384913,7295795,Pharmacy,RP,Ferndale Pharmacy, , , ,211 Ferndale Drive South,Unit 7, ,Barrie,L4N6B9,20220428140109,20220426154156
-77.353775575,44.1679571670001,161,172388146,4831,Community Support Service,Site,Alzheimer Society of Hastings and Prince Edward, ,BELLEVILLE Alzheimer Society Hasting, ,470 Dundas Street East,Unit 63, ,Belleville,K8N1G1,20220428140002,20220428113124
-81.193050075,42.738778338,162,172387982,4407,Community Support Service,Site,Corporation of the County of Elgin, ,ST.THOMAS CORP.OF THE COUNTY-ELGIN, ,450 Sunset Drive, , ,St. Thomas,N5R5V1,20220428140038,20220428091051
-80.444821103,43.4493199990001,163,172385997,8539593,Pharmacy,RP,Shoppers Drug Mart #866, , , ,1005 Ottawa Street North, , ,Kitchener,N2A1H2,20220428140110,20220426154518
-81.925623727,45.979431149,164,172379870,5695,Mental Health and Addiction Organization,Mental Health Services,Compass, , , ,15 Manitowaning Road, ,Practice Location,Little Current,P0P1K0,20220428140007,20220426152759
-81.1614393679999,42.772671346,165,172381438,1373579,Pharmacy,LTCF,Caressant Care on Bonnie Place, , , ,15 Bonnie Place, , ,St. Thomas,N5R5T8,20220428135937,20220426153208
-81.2254309049999,42.960029676,166,172380184,13219,Mental Health and Addiction Organization,Mental Health Services,London Health Sciences Centre, , , ,800 Commissioners Road East,Victoria Hospital,Administration and Practice Location,London,N6A5W9,20220428135950,20220426152842
-79.483439323,43.7305072940001,167,172382628,4119313,Pharmacy,RP,Downsview Park Pharmacy, , , ,2830 Keele Street,Unit 100, ,Toronto,M3M3E5,20220428135954,20220426153448
-79.3956045899999,43.6747801880001,168,172378749,1215393,Independent Health Facility,Vasc Utrasnd,Toronto Vascular Ultrasound, ,Toronto Vascular Ultrasound Inc., ,217 Davenport Road, ,Practice Location,Toronto,M5R1J3,20220428140042,20220426152532
-79.195279037,43.8001614200001,169,172383468,5424276,Pharmacy,RP,Seamless Care Pharmacy, , , ,15 Grand Marshall Drive,Unit 3, ,Toronto,M1B5N6,20220428140107,20220426153735
-79.443695914,43.778142804,170,172387004,T0457,Retirement Home, ,One Kenton Place, , , ,3 Kenton Road,Unit 1, ,Toronto,M2R2H6,20220428140037,20220426154744
-79.63810476,43.593717763,171,172380697,2325,Mental Health and Addiction Organization,Addiction Services,YMCA of Greater Toronto, , , ,55 City Centre Drive,Suite 101,Practice Location,Mississauga,L5B1M3,20220428135921,20220426153017
-79.511872731,43.7193739910001,172,172384944,7333833,Pharmacy,RP,Beverly Hills Pharmacy, , , ,56 Beverly Hills Drive, , ,Toronto,M3L1A1,20220428135942,20220426154207
-79.8154916239999,43.68369577,173,172383990,6151870,Pharmacy,RP,Drug Store Pharmacy #4143, , , ,35 Worthington Avenue, , ,Brampton,L7A2Y7,20220428135925,20220426153914
-76.546182119,44.239526814,174,172379606,6415,Mental Health and Addiction Organization,Mental Health Services,Canadian Hearing Services, , , ,1300 Bath Road,"Suite D4, Frontenac Mall",Practice Location,Kingston,K7M4X4,20220428140100,20220426152724
-79.7410389789999,43.438056531,175,172385900,8438434,Pharmacy,RP,Sobeys Pharmacy-Abbey #7230, , , ,1500 Upper Middle Road, , ,Oakville,L6H4L3,20220428140017,20220426154501
-80.44848482,45.688217179,176,172386051,8586434,Pharmacy,RP,Valley Prescription Centre Ltd, , , ,2956 Highway 69,Unit 2, ,Val Caron,P3N1E3,20220428135959,20220426154531
-79.3931443869999,43.6552663850001,177,172381905,2560133,Pharmacy,LTCF,Mon Sheong Home, , , ,36 D'arcy Street, , ,Toronto,M5T1J7,20220428140029,20220426153311
-78.946582067,43.9120308510001,178,172385405,7884113,Pharmacy,RP,Meadowglen Pharmacy, , , ,10 Meadowglen Pharmacy,Unit 9, ,Whitby,L1R3P8,20220428140034,20220426154334
-79.728353955,44.3253545860001,179,172385817,8351115,Pharmacy,RP,Mapleview Healthcare Pharmacy, , , ,555 Mapleview Drive West,Unit 6, ,Barrie,L4N8G5,20220428135913,20220426154449
-79.30303847,43.7899505130001,180,172384559,6897236,Pharmacy,RP,Popular Choice Pharm Birchwood, , , ,2600 Birchmount Road, , ,Toronto,M1T2M5,20220428140015,20220426154050
-79.371765881,43.6614321870001,181,172377672,9000000130,AIDS Bureau,CBAESP,Toronto HIV Network (c/o Toronto People With AIDS Foundation), , , ,200 Gerrard Street East,2nd Floor,Practice Location,Toronto,M5A2E6,20220428140057,20220426161821
-79.766600716,43.7609734860001,182,172384326,6606791,Pharmacy,RP,B & C Pharmacy Ltd., , , ,Bramalea Road,Unit 1 - 10970, ,Brampton,L6R3X1,20220428135956,20220426154015
-75.675051528,45.3879828500001,183,172380096,18380,Mental Health and Addiction Organization,Mental Health Services,Jewish Family Services of Ottawa-Carleton, , , ,1355 Bank Street,"Suite 600, 6th Floor",Practice Location,Ottawa,K1H8K7,20220428140026,20220426152830
-75.544298091,45.4642346690001,184,172383187,5021399,Pharmacy,RP,Jeanne D'arc Medical Pharmacy, , , ,1887 Saint Joseph Boulevard, , ,Ottawa,K1C7J2,20220428135924,20220426153626
-78.813921824,43.906075856,185,172383598,5622999,Pharmacy,RP,Appletree Pharmacy, , , ,1345 King Street East, , ,Oshawa,L1H1J3,20220428140031,20220426153756
-81.306954216,43.8849169330001,186,172377900,150,Family Health Team - Contract,Site,North Huron Family Health Team, , , ,285 Catherine Street,Postal Office Box 208, ,Arthur,N0G2W0,20220428135903,20220426161040
-79.37059569,43.769264306,187,172382948,4618630,Pharmacy,RP,Roya Boutique Pharmacy, , , ,75 Provost Drive, , ,Toronto,M2K0B7,20220428140012,20220426153531
-79.453995515,43.752645199,188,172386908,T0524,Retirement Home, ,Kensington Place Retirement Residence, , , ,866 Sheppard Avenue, , ,Toronto,M3H2T5,20220428140054,20220426154731
-79.860688001,43.2553978930001,189,172387748,4104,Community Support Service,Site,Brain Injury Services of Hamilton, ,HAMILTON Brain Injury Services, ,225 King William Street,Suite 508, ,Hamilton,L8R1B1,20220428135945,20220428112936
-79.446710905,43.6668997850001,190,172385514,8010635,Pharmacy,RP,Shoppers Drug Mart #1304, , , ,1400 Dupont Street, , ,Toronto,M6H2B2,20220428140052,20220426154353
-79.686101448,44.3929548990001,191,172379709,30274,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Simcoe County Branch, , , ,90 Mulcaster Street, ,Practice Location,Barrie,L4M3M5,20220428140026,20220426152737
-79.548610088,43.095765279,192,172379851,15128,Mental Health and Addiction Organization,Addiction Services,Community Addiction Services of Niagara, , , ,230 Canborough Street,Smithville Medical Centre - Family Health Team,Practice Location,Smithville,L0R2A0,20220428135905,20220426152756
-79.708391687,43.6432102680001,193,172381141,751430,Pharmacy,RP,Ace Pharmacy Pharmasave, , , ,6980 Maritz Drive,Unit 11, ,Mississauga,L5W1Z3,20220428140009,20220426153128
-78.28983456,43.963119389,194,172378990,3673,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,249 Ontario Street, , ,Port Hope,L1A3Y9,20220428135949,20220428101740
-79.3655854789999,43.659376287,195,172377639,9000000092,AIDS Bureau,HR Program,Regent Park Community Health Centre, , , ,465 Dundas Street East, ,Practice Location,Toronto,M5A2B2,20220428135932,20220426161804
-79.3132309709999,43.7580437070001,196,172384485,6811550,Pharmacy,RP,Shoppers Drug Mart #851, , , ,85 Ellesmere Road,Unit 31, ,Toronto,M1R4B7,20220428135911,20220426154038
-80.876304402,43.0319564050001,197,172388796,M614,Long-Term Care Home,Non-Profit,Woodingford Lodge - Ingersoll, , , ,325 Thames Street South, , ,Ingersoll,N5C2T8,20220428140040,20220426155144
-79.8589954999999,43.2530962920001,198,172386830,S0193,Retirement Home, ,First Place Hamilton, , , ,360 King Street,Suite 241, ,Hamilton,L8N3Y2,20220428140112,20220426154721
-79.2688558629999,43.833229622,199,172380990,340134,Pharmacy,RP,Evergreen Drug Mart Ltd, , , ,2002 Middlefield Road,Unit 7, ,Markham,L3S1Y5,20220428135952,20220426153108
-75.084051025,45.3085149610001,200,172379630,2996,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Champlain East Branch, , , ,663 Rue Principale, ,Practice Location,Casselman,K0A1M0,20220428140043,20220426152727
-79.473156952,44.0981489580001,201,172384981,7389079,Pharmacy,RP,Healthshield Ph-Holland Lnding, , , ,45 Grist Mill Road,Unit 2, ,East Gwillimbury,L9N1M7,20220428140109,20220426154213
-77.403932291,44.1600673630001,202,172388205,2901,Long-Term Care Home,For-Profit,Belmont Long Term Care Facility, , , ,250 Bridge Street West, , ,Belleville,K8P5N3,20220428140002,20220426155026
-79.292238669,43.813538017,203,172380509,8112,Mental Health and Addiction Organization,Mental Health Services,Sinai Health System, , , ,3660 Midland Avenue,Suite 103,Practice Location,Toronto,M1V0B8,20220428135935,20220426152929
-79.337314276,43.7238577000001,204,172378420,3996912,Independent Health Facility,"Mamm, Gen Ultrasound",Malvern Ultrasound & Mammography, ,Insight Diagnostic Imaging Corp., ,18 Wynford Drive,Suite 507,Practice Location,Toronto,M3C3S2,20220428135918,20220426152437
-81.1530352899999,44.122018181,205,172377805,106,Family Health Team - Contract,Site,Brockton and Area Family Health Team, , , ,21 McGivern Street,Postal Office Box 1300, ,Walkerton,N0G2V0,20220428140040,20220426161027
-79.567631403,43.196773496,206,172382499,3854038,Pharmacy,RP,Shoppers Drug Mart 798, , , ,42 St Andrews Avenue,Unit 1, ,Grimsby,L3M3S2,20220428140105,20220426153431
-82.94633268,42.310178276,207,172379157,3191,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,6505 Tecumseh Road East, , ,Windsor,N8T1E6,20220428140025,20220426161458
-79.289327165,43.783857712,208,172378769,2601696,Independent Health Facility,"Radgrhy, Gen Ultrasound, Vasc Utrasnd",True North Imaging, ,Clearview Diagnostic Imaging Inc., ,2330 Kennedy Road,Suite 317,Practice Location,Toronto,M1T0A2,20220428140005,20220426152535
-85.824691391,49.1276583910001,209,172388632,2810,Long-Term Care Home,Non-Profit,SantP Manitouwadge Health, , , ,1 Health Care Crescent, , ,Manitouwadge,P0T2C0,20220428140057,20220426155123
-79.704738578,43.560643054,210,172377499,10000000106,Hospital - Site, ,Trillium Health Partners - Credit Valley, ,Trillium Health Partners, ,2200 Eglinton Avenue West, , ,Mississauga,L5M2N1,20220428140022,20220426152155
-81.241858612,42.9800970790001,211,172386969,S0469,Retirement Home, ,Maple View Terrace, , , ,279 Horton Street, , ,London,N6B1L3,20220428140000,20220426154739
-82.3568801599999,42.9836521240001,212,172386928,S0147,Retirement Home, ,Landmark Village Signature Retirement Community, , , ,1370 L'Heritage Drive, , ,Sarnia,N7S6H8,20220428140037,20220426154734
-80.99745267,43.3682784590001,213,172380583,3178,Mental Health and Addiction Organization,Mental Health Services,Stratford General Hospital, , , ,90 John Street South,"Special Services Unit, Stratford General",Administration and Practice Location,Stratford,N5A2Y8,20220428135920,20220426152942
-82.200887758,42.398476429,214,172383305,5184132,Pharmacy,LTCF,Copper Terrace Ltcf, , , ,91 Tecumseh Road, , ,Chatham,N7M1B3,20220428135955,20220426153651
-79.382841485,43.6616781870001,215,172388076,4553,Community Support Service,Site,Nabors-Neighbours Allied for Better Opportunities in Residential Support, ,TORONTO Better Opport In Resid Supp, ,2 Carlton Street,Suite 1001, ,Toronto,M5B1J3,20220428140021,20220428113033
-78.86544574,43.8994413520001,216,172385528,8025870,Pharmacy,RP,Peritus Medical, , , ,44 Richmond Street West,Unit 105, ,Oshawa,L1G1C7,20220428135927,20220426154355
-81.287970123,42.9457610700001,217,172382200,3264390,Pharmacy,RP,My Care Pharmacy, , , ,844 Wonderland South, , ,London,N6K2V8,20220428135923,20220426153351
-74.718357881,45.0300809280001,218,172378935,4148,Laboratory - Hospital,Hospital Laboratory - Regional Hospital(Urban),Cornwall Community Hospital/Hopital communautaire de Cornwall, ,Cornwall Community Hospital/Hopital communautaire de Cornwall - McConnell Site, ,840 McConnell Avenue, , ,Cornwall,K6H5S5,20220428135904,20220428093525
-79.224099842,43.7594364110001,219,172381924,2596113,Pharmacy,RP,One Stop Medical Pharmacy, , , ,3585 Lawrence Avenue East,Unit 1A, ,Toronto,M1G1P4,20220428140010,20220426153313
-79.2575754549999,43.7760345120001,220,172385970,8515797,Pharmacy,RP,Shoppers Drug Mart #860, , , ,300 Borough Drive, , ,Toronto,M1P4P5,20220428140052,20220426154514
-79.5873028399999,43.5470502570001,221,172386736,T0100,Retirement Home, ,Chartwell Regency Retirement Residence, , , ,29 Mississauga Road, , ,Mississauga,L5H2H7,20220428135944,20220426154708
